code,name,lat,long,tambon,amphoe,province,basin,sub_basin
ABRT,วัดเวฬุวัน,16.054735,103.66431,เหนือเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,ชี,ลำน้ำชีส่วนที่ 4/2
ACRU,ทต.ไก่คำ,15.788054,104.642235,ไก่คำ,เมืองอำนาจเจริญ,อำนาจเจริญ,มูล,ลำเซบก
ATG011,ปตร.พลเทพ,15.21593,100.07282,หาดท่าเสา,เมืองชัยนาท,ชัยนาท,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG021,เหนือ ปตร.มโนรมย์,15.330455,100.103325,วัดโคก,มโนรมย์,ชัยนาท,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG031,เหนือปตร.บรมธาตุ,15.158136,100.15353,ชัยนาท,เมืองชัยนาท,ชัยนาท,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG032,ท้ายปตร.บรมธาตุ,15.157781,100.152824,ชัยนาท,เมืองชัยนาท,ชัยนาท,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG042,ท้ายปตร.มะขามเฒ่า-อู่ทอง,15.222314,100.06234,มะขามเฒ่า,วัดสิงห์,ชัยนาท,ท่าจีน,ที่ราบแม่น้ำท่าจีน
ATG051,เหนือปตร.พระนารายน์,14.558294,100.76207,ท่าหลวง,ท่าเรือ,พระนครศรีอยุธยา,ป่าสัก,แม่น้ำป่าสักตอนล่างส่วนที่ 2
ATG052,ท้ายปตร.พระนารายน์,14.556708,100.762,ท่าหลวง,ท่าเรือ,พระนครศรีอยุธยา,ป่าสัก,แม่น้ำป่าสักตอนล่างส่วนที่ 2
ATG072,ท้ายปตร.พระศรีศิลป์,14.327325,100.87116,หนองแค,หนองแค,สระบุรี,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG081,เหนือปตร.พระธรรมราชา,14.077689,100.89208,บึงน้ำรักษ์,ธัญบุรี,ปทุมธานี,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG082,ท้ายปตร.พระธรรมราชา,14.076354,100.893906,บึงน้ำรักษ์,ธัญบุรี,ปทุมธานี,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG091,เหนือปตร.พระอินทราชา,14.144052,100.62136,วังน้อย,วังน้อย,พระนครศรีอยุธยา,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG092,ท้ายปตร.พระอินทราชา,14.143729,100.620766,พยอม,วังน้อย,พระนครศรีอยุธยา,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG101,ปตร.จุฬาลงกรณ์,13.981354,100.60567,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG111,เหนือปตร.มหาราช,15.15893,100.17328,บ้านกล้วย,เมืองชัยนาท,ชัยนาท,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG112,ท้ายปตร.มหาราช,15.1614685,100.17264,บ้านกล้วย,เมืองชัยนาท,ชัยนาท,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG121,เหนือปตร.ท่าโบสถ์,15.054189,100.01159,สามง่ามท่าโบสถ์,หันคา,ชัยนาท,ท่าจีน,ที่ราบแม่น้ำท่าจีน
ATG122,ท้ายปตร.ท่าโบสถ์,15.053487,100.011795,สามง่ามท่าโบสถ์,หันคา,ชัยนาท,ท่าจีน,ที่ราบแม่น้ำท่าจีน
ATG131,เหนือปตร.ชลมาร์คพิจารณ์,14.77117,100.08841,สามชุก,สามชุก,สุพรรณบุรี,ท่าจีน,ที่ราบแม่น้ำท่าจีน
ATG132,ท้ายปตร.ชลมาร์คพิจารณ์,14.770598,100.08824,สามชุก,สามชุก,สุพรรณบุรี,ท่าจีน,ที่ราบแม่น้ำท่าจีน
ATG141,เหนือปตร.โพธิ์พระยา,14.532452,100.122246,โพธิ์พระยา,เมืองสุพรรณบุรี,สุพรรณบุรี,ท่าจีน,ที่ราบแม่น้ำท่าจีน
ATG142,ท้ายปตร.โพธิ์พระยา,14.531798,100.12244,โพธิ์พระยา,เมืองสุพรรณบุรี,สุพรรณบุรี,ท่าจีน,ที่ราบแม่น้ำท่าจีน
ATG151,เหนือปตร.บางระจัน,14.925949,100.275826,เชิงกลัด,บางระจัน,สิงห์บุรี,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG152,ท้ายปตร.บางระจัน,14.925208,100.2759,เชิงกลัด,บางระจัน,สิงห์บุรี,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG161,เหนือปตร.ยางมณี,14.75102,100.41464,พิกุลทอง,ท่าช้าง,สิงห์บุรี,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG162,ท้ายปตร.ยางมณี,14.750365,100.41499,พิกุลทอง,ท่าช้าง,สิงห์บุรี,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG171,เหนือปตร.ผักไห่-เจ้าเจ็ด,14.436465,100.375626,บ้านใหญ่,ผักไห่,พระนครศรีอยุธยา,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG181,เหนือปตร.ช่องแค,15.14621,100.413,พรหมนิมิต,ตาคลี,นครสวรรค์,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
ATG182,ท้ายปตร.ช่องแค,15.145541,100.41324,พรหมนิมิต,ตาคลี,นครสวรรค์,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
BAKI,ทต.โคกสี,17.61603,103.427,โคกสี,สว่างแดนดิน,สกลนคร,โขงตะวันออกเฉียงเหนือ,แม่น้ำสงครามตอนบน
BARI,ศูนย์อปพร. อบต.บ้านไร่,15.082674,99.51936,บ้านไร่,บ้านไร่,อุทัยธานี,ท่าจีน,ห้วยกระเสียว
BBHN,อบต.บางหิน,9.536913,98.57948,บางหิน,กะเปอร์,ระนอง,ภาคใต้ฝั่งตะวันตก,ภาคใต้ฝั่งตะวันตกตอนบน
BBON,อบต.แจ้ซ้อน,18.816986,99.50003,แจ้ซ้อน,เมืองปาน,ลำปาง,วัง,แม่น้ำสวย
BBUA,ทต.บัวสว่าง,17.372969,103.984375,สว่าง,พรรณานิคม,สกลนคร,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำอูน
BBWN,อบต.บางวัน,9.085675,98.44337,บางวัน,คุระบุรี,พังงา,ภาคใต้ฝั่งตะวันตก,ภาคใต้ฝั่งตะวันตกตอนบน
BCNG,อบต.บ้านยา,17.386854,103.29087,บ้านยา,หนองหาน,อุดรธานี,โขงตะวันออกเฉียงเหนือ,แม่น้ำสงครามตอนบน
BDAR,ทต.ดอนอะราง,14.587002,102.49561,ดอนอะราง,หนองกี่,บุรีรัมย์,มูล,ลำปลายมาศ
BDCP,อบต.ด่านชุมพล,12.444731,102.630066,ด่านชุมพล,บ่อไร่,ตราด,ชายฝั่งทะเลตะวันออก,แม่น้ำเมืองตราด
BDGN,ทม.บ้านดุง,17.704493,103.26375,ศรีสุทโธ,บ้านดุง,อุดรธานี,โขงตะวันออกเฉียงเหนือ,แม่น้ำสงครามตอนบน
BDLH,ทต.ลานหอย,17.008568,99.58295,ลานหอย,บ้านด่านลานหอย,สุโขทัย,ยม,น้ำแม่รำพัน
BDMG,อบต.กุมภวาปี,17.076815,103.02153,กุมภวาปี,กุมภวาปี,อุดรธานี,ชี,ลำปาวตอนบน
BDWN,อบต.ดอนหว่าน,16.008186,103.31903,ดอนหว่าน,เมืองมหาสารคาม,มหาสารคาม,ชี,ลำน้ำชีส่วนที่ 4/1
BGBO,ทต.เกาะช้าง,12.103389,102.352,เกาะช้าง,เกาะช้าง,ตราด,ภาคใต้ฝั่งตะวันออกตอนบน,ภาคใต้ฝั่งตะวันออกตอนบนส่วนที่ 1
BGRT,ทต.กงรถ,15.013624,102.7486,กงรถ,ห้วยแถลง,นครราชสีมา,มูล,ลำปลายมาศ
BGYN,อบต.บางใหญ่,10.306386,98.770744,บางใหญ่,กระบุรี,ระนอง,ภาคใต้ฝั่งตะวันตก,แม่น้ำกระบุรี ( ลุ่มน้ำสาขา )
BHMN,อบต.ห้วยมุ่น,17.809134,100.93943,ห้วยมุ่น,น้ำปาด,อุตรดิตถ์,น่าน,น้ำปาด
BHPK,วัดบ้านน้ำเย็น,14.615429,104.64976,เมือง,กันทรลักษ์,ศรีสะเกษ,มูล,ห้วยขยุงส่วนที่ 1
BHRA,อบต.ขี้เหล็ก,15.342338,104.82157,ขี้เหล็ก,เมืองอุบลราชธานี,อุบลราชธานี,มูล,ลำน้ำมูลส่วนที่ 3/5
BHUN,อบต.นาหินลาด,14.207245,101.35063,นาหินลาด,ปากพลี,นครนายก,บางปะกง,แม่น้ำปราจีนบุรีตอนล่าง
BJAN,อบต.บ้านจารย์,14.566499,103.742775,บ้านจารย์,สังขะ,สุรินทร์,มูล,ห้วยทับทัน
BJIG,อบต.บ้านเจียง,16.018774,101.50009,บ้านเจียง,ภักดีชุมพล,ชัยภูมิ,ชี,ลำน้ำชีตอนบนส่วนที่ 2
BKC001,สวนศรีนครเขื่อนขันธ์,13.69554,100.56311,บางกะเจ้า,พระประแดง,สมุทรปราการ,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
BKC002,ปตร.วัดบางกระเจ้านอก,13.689589,100.55495,บางกะเจ้า,พระประแดง,สมุทรปราการ,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
BKC003,ปตร. คลองลัดบางยอ 1,13.676202,100.553085,บางยอ,พระประแดง,สมุทรปราการ,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
BKC004,ปตร. คลองลัดบางยอ 2,13.661021,100.56727,บางกระสอบ,พระประแดง,สมุทรปราการ,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
BKC005,ปตร. คลองตาสด,13.664818,100.571236,บางกระสอบ,พระประแดง,สมุทรปราการ,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
BKC006,ปตร. คลองบางน้ำผึ้ง,13.676575,100.58207,บางน้ำผึ้ง,พระประแดง,สมุทรปราการ,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
BKC007,ปตร. คลองแพ,13.69498,100.58224,บางกอบัว,พระประแดง,สมุทรปราการ,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
BKC008,ตลาดน้ำบางน้ำผึ้ง,13.678655,100.57363,บางน้ำผึ้ง,พระประแดง,สมุทรปราการ,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
BKDN,อบต.เขาทอง,15.5707245,100.183205,เขาทอง,พยุหะคีรี,นครสวรรค์,เจ้าพระยา,ที่ราบแม่น้ำเจ้าพระยา
BKHI,ทต.บ้านค่ายหมื่นแผ้ว,15.698946,102.01483,บ้านค่าย,เมืองชัยภูมิ,ชัยภูมิ,ชี,ลำน้ำชีส่วนที่ 2/2
BKHL,ทต.บึงโขงหลง,17.968061,104.04947,บึงโขงหลง,บึงโขงหลง,บึงกาฬ,โขงตะวันออกเฉียงเหนือ,แม่น้ำสงครามตอนล่างส่วนที่ 4
BKHN,อบต.บ้านลำนาว,8.029206,99.47583,บ้านลำนาว,บางขัน,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันตก,แม่น้ำตรัง
BKK016,ปากคลองพระองค์เจ้าฯ (บางน้ำเปรี้ยว),13.838216,100.96656,บางน้ำเปรี้ยว,บางน้ำเปรี้ยว,ฉะเชิงเทรา,บางปะกง,ที่ราบแม่น้ำบางปะกงส่วนที่ 2
BKUG,อบต.ตะคุ,14.729262,101.98731,ตะคุ,ปักธงชัย,นครราชสีมา,มูล,ลำพระเพลิง
BKWN,อบต.บางขวัญ,13.749849,101.07749,บางขวัญ,เมืองฉะเชิงเทรา,ฉะเชิงเทรา,บางปะกง,ที่ราบแม่น้ำบางปะกงส่วนที่ 2
BLKO,ทต.ท่าพริกเนินทราย,12.255128,102.558205,เนินทราย,เมืองตราด,ตราด,ชายฝั่งทะเลตะวันออก,แม่น้ำเมืองตราด
BLNG,อบต.บ้านแลง,12.700195,101.33472,บ้านแลง,เมืองระยอง,ระยอง,ชายฝั่งทะเลตะวันออก,คลองใหญ่
BLUG,สนามกีฬา อบต.ป่าคาหลวง,18.852882,100.43497,ป่าคาหลวง,บ้านหลวง,น่าน,ยม,น้ำปี้
BMDG,อบต.นากะชะ,8.426952,99.445885,นากะชะ,ฉวาง,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันออกตอนบน,แม่น้ำตาปีตอนบนส่วนที่ 2
BMKN,ทต.สันติสุข,18.529,98.82106,สันติสุข,ดอยหล่อ,เชียงใหม่,ปิง,แม่น้ำปิงส่วนที่ 2/4
BMKO,อบต.ไม้ขาว,8.181979,98.29885,ไม้ขาว,ถลาง,ภูเก็ต,ภาคใต้ฝั่งตะวันตก,เกาะภูเก็ต
BMNK,เทศบาลตำบลหอไกร,16.05015,100.37379,หอไกร,บางมูลนาก,พิจิตร,น่าน,แม่น้ำน่านตอนล่างส่วนที่ 2
BMOD,เทศบาลตำบลเหนือ,16.425245,103.559715,เหนือ,เมืองกาฬสินธุ์,กาฬสินธุ์,ชี,ลำปาวตอนล่าง
BNAK,อบต.บ้านแมด,14.854486,105.32193,บ้านแมด,บุณฑริก,อุบลราชธานี,มูล,ลำโดมน้อย
BNAN,อบต.บ้านกิ่ว,18.086967,99.50411,บ้านกิ่ว,แม่ทะ,ลำปาง,วัง,น้ำแม่จาง
BNGR,อบต.หนองไร่,13.001913,101.356445,หนองไร่,ปลวกแดง,ระยอง,ชายฝั่งทะเลตะวันออก,คลองใหญ่
BNHG,ทต.บ้านโฮ่ง,18.335333,98.818275,บ้านโฮ่ง,บ้านโฮ่ง,ลำพูน,ปิง,น้ำแม่ลี้
BNHI,อบต.นาคำไฮ,17.261873,102.338135,นาคำไฮ,เมืองหนองบัวลำภู,หนองบัวลำภู,ชี,ลำพะเนียง
BNHO,อบต.โพธิ์ทอง,16.127306,104.11497,โพธิ์ทอง,เสลภูมิ,ร้อยเอ็ด,ชี,ลำน้ำยัง
BNKE,อบต.พุ่มแก,16.90883,104.61869,พุ่มแก,นาแก,นครพนม,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำก่ำ
BNKK,ทต.บ้านโคก,18.021082,101.06479,บ้านโคก,บ้านโคก,อุตรดิตถ์,น่าน,น้ำปาด
BNKN,ทต.พลิ้ว,12.499999,102.147545,พลิ้ว,แหลมสิงห์,จันทบุรี,ชายฝั่งทะเลตะวันออก,แม่น้ำจันทบุรี
BNKP,อบต.หนองกง,14.694605,102.888275,หนองกง,นางรอง,บุรีรัมย์,มูล,ลำปะเทีย
BNLG,อบต.ขะยูง,15.121924,104.2414,ขะยูง,อุทุมพรพิสัย,ศรีสะเกษ,มูล,ห้วยสำราญ
BNMK,อบต.สวาท,16.18973,104.51632,สวาท,เลิงนกทา,ยโสธร,มูล,ลำเซบายส่วนที่ 1
BNPI,อบต.บ้านไผ่,16.116594,102.70675,ในเมือง,บ้านไผ่,ขอนแก่น,ชี,ลำน้ำชีส่วนที่ 3
BNPU,เทศบาลตำบลบ้านผือ,17.686718,102.47648,บ้านผือ,บ้านผือ,อุดรธานี,โขงตะวันออกเฉียงเหนือ,น้ำโมง
BNTK,อบต.ตากออก,17.060282,99.064995,ตากออก,บ้านตาก,ตาก,ปิง,แม่น้ำปิงส่วนที่ 4/2
BNYM,อบต.นายม,15.861906,104.51559,นายม,เมืองอำนาจเจริญ,อำนาจเจริญ,มูล,ลำเซบายส่วนที่ 1
BOKA,ทต.บ่อเกลือใต้,19.079866,101.15381,บ่อเกลือใต้,บ่อเกลือ,น่าน,น่าน,น้ำว้า
BOP1,อบต.บ่อพลอย,14.304474,99.50887,บ่อพลอย,บ่อพลอย,กาญจนบุรี,แม่กลอง,ห้วยตะเพิน
BPIA,อบต.ท่าสะอาด,17.49028,101.93206,ท่าสะอาด,นาด้วง,เลย,โขงตะวันออกเฉียงเหนือ,ห้วยน้ำปวน
BPK001,บางปะกง,13.548936,101.00113,ท่าสะอ้าน,บางปะกง,ฉะเชิงเทรา,บางปะกง,ที่ราบแม่น้ำบางปะกงส่วนที่ 2
BPK003,บางน้ำเปรี้ยว,13.870361,101.14573,บางขนาก,บางน้ำเปรี้ยว,ฉะเชิงเทรา,บางปะกง,ที่ราบแม่น้ำบางปะกงส่วนที่ 1
BPK004,พนมสารคาม,13.726594,101.35296,เกาะขนุน,พนมสารคาม,ฉะเชิงเทรา,บางปะกง,คลองท่าลาด
BPLA,อบต.เขาไชยราช,10.944335,99.29763,เขาไชยราช,ปะทิว,ชุมพร,ภาคใต้ฝั่งตะวันออกตอนบน,คลองท่าตะเภา ( ลุ่มน้ำสาขา )
BPPS,อบต.บางตาหงาย,15.937154,99.99175,บางตาหงาย,บรรพตพิสัย,นครสวรรค์,ปิง,แม่น้ำปิงตอนล่าง
BPTG,อบต.หินดาด,14.615061,98.72973,หินดาด,ทองผาภูมิ,กาญจนบุรี,แม่กลอง,แม่น้ำแควน้อยตอนบนส่วนที่ 2
BPUG,อบต.บ้านผึ้ง,17.351482,104.620384,บ้านผึ้ง,เมืองนครพนม,นครพนม,โขงตะวันออกเฉียงเหนือ,แม่น้ำโขงส่วนที่ 8
BPUN,ทต.ศรีสงคราม,17.627,104.261406,ศรีสงคราม,ศรีสงคราม,นครพนม,โขงตะวันออกเฉียงเหนือ,แม่น้ำสงครามตอนล่างส่วนที่ 4
BRKM,ทต.บางระกำเมืองใหม่,16.748943,100.09028,บางระกำ,บางระกำ,พิษณุโลก,ยม,แม่น้ำยมตอนล่างส่วนที่ 4
BSBA,อบต.ควนสุบรรณ,8.881527,99.38226,ลำพูน,บ้านนาสาร,สุราษฎร์ธานี,ภาคใต้ฝั่งตะวันออกตอนบน,แม่น้ำตาปีตอนล่างส่วนที่ 2
BSCL,อบต.ศรีจุฬา,14.070025,101.13788,ศรีจุฬา,เมืองนครนายก,นครนายก,บางปะกง,แม่น้ำนครนายก
BSDE,ทต.ไชยมงคล,14.837534,102.068886,ไชยมงคล,เมืองนครราชสีมา,นครราชสีมา,มูล,ลำพระเพลิง
BSIK,อบต.เขาหลวง,17.317417,101.635284,เขาหลวง,วังสะพุง,เลย,โขงตะวันออกเฉียงเหนือ,แม่น้ำเลยตอนล่างส่วนที่ 2
BSKJ,อบต.ละหานทราย,14.395698,102.84723,ละหานทราย,ละหานทราย,บุรีรัมย์,มูล,ลำนางรอง
BSMP,อบต.บึงสามพัน,15.778085,101.02093,บึงสามพัน,บึงสามพัน,เพชรบูรณ์,ป่าสัก,แม่น้ำป่าสักส่วนที่ 3/1
BSUM,อบต.สัมฤทธิ์,15.212061,102.44613,สัมฤทธิ์,พิมาย,นครราชสีมา,มูล,ลำน้ำมูลตอนบนส่วนที่ 5
BSVT,ทต.ร่อนทอง,11.263304,99.43816,ร่อนทอง,บางสะพาน,ประจวบคีรีขันธ์,เพชรบุรี-ประจวบคีรีขันธ์,คลองบางสะพานใหญ่
BTCH,ทต.ทับช้าง,13.2346115,102.187325,ทับช้าง,สอยดาว,จันทบุรี,บางปะกง,คลองพระสทึง
BTGH,อบต.ยะรม,5.7758493,101.092384,ยะรม,เบตง,ยะลา,ภาคใต้ฝั่งตะวันออกตอนล่าง,แม่น้ำปัตตานีตอนบน
BTHI,ศูนย์อปพร. ทต.บ้านธิ,18.651775,99.11655,บ้านธิ,บ้านธิ,ลำพูน,ปิง,น้ำแม่กวง
BTHO,อบต.หนองแปน,17.703592,103.435104,หนองแปน,เจริญศิลป์,สกลนคร,โขงตะวันออกเฉียงเหนือ,แม่น้ำสงครามตอนบน
BTTI,อบต.เทอดไทย,20.243437,99.66371,เทอดไทย,แม่ฟ้าหลวง,เชียงราย,โขงเหนือ,น้ำแม่จัน
BTUD,อบต.ตาอุด,14.667906,104.27087,ตาอุด,ขุขันธ์,ศรีสะเกษ,มูล,ห้วยสำราญ
BTUM,ทม.บ้านทุ่ม,16.444458,102.72511,บ้านทุ่ม,เมืองขอนแก่น,ขอนแก่น,ชี,ลำน้ำชีส่วนที่ 3
BTWN,รร.วัดทายิการาม,8.082123,100.16428,การะเกด,เชียรใหญ่,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันออกตอนบน,ภาคใต้ฝั่งตะวันออกส่วนที่ 4
BUGN,ร.ร.บ้านอังโกน-ห้วยทราย,14.496045,102.24722,บ้านใหม่,ครบุรี,นครราชสีมา,มูล,ลำแซะ
BUKT,ทต.บูเก๊ะตา,5.848724,101.88031,โละจูด,แว้ง,นราธิวาส,ภาคใต้ฝั่งตะวันออกตอนล่าง,แม่น้ำโกลก
BUSW,อบต.บึงกาฬ,18.365038,103.65415,บึงกาฬ,เมืองบึงกาฬ,บึงกาฬ,โขงตะวันออกเฉียงเหนือ,แม่น้ำโขงส่วนที่ 7/2
BWKG,อบต.บ้านไร่,16.610779,100.265785,บ้านไร่,บางกระทุ่ม,พิษณุโลก,น่าน,แม่น้ำวังทอง
BYNU,ทต.ราไวย์,7.770804,98.31875,ราไวย์,เมืองภูเก็ต,ภูเก็ต,ภาคใต้ฝั่งตะวันตก,เกาะภูเก็ต
CATK,อบต.หนองหญ้า,13.983729,99.45824,หนองหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,แม่กลอง,แม่น้ำแควน้อยตอนล่างส่วนที่ 3
CBUR,อบต.ชัยบุรี,8.450635,99.083046,ชัยบุรี,ชัยบุรี,สุราษฎร์ธานี,ภาคใต้ฝั่งตะวันออกตอนบน,คลองอิปัน
CCSS,อบต.ท่าข้าม,10.62032,99.12824,ท่าข้าม,ท่าแซะ,ชุมพร,ภาคใต้ฝั่งตะวันออกตอนบน,คลองท่าตะเภา ( ลุ่มน้ำสาขา )
CEHM,อบต.แจ้ห่ม,18.712286,99.58207,แจ้ห่ม,แจ้ห่ม,ลำปาง,วัง,แม่น้ำวังตอนบน
CGDO,ทต.แม่นะ,19.341248,98.96129,แม่นะ,เชียงดาว,เชียงใหม่,ปิง,แม่น้ำปิงตอนบนส่วนที่ 1
CGKG,ทต.เวียง,20.257414,100.402885,เวียง,เชียงของ,เชียงราย,โขงเหนือ,แม่น้ำโขงตอนบนส่วนที่ 2
CGKM,ทต.หย่วน,19.5304,100.29209,หย่วน,เชียงคำ,พะเยา,โขงเหนือ,แม่ลาว
CGMN,ทต.เชียงม่วน,18.893818,100.28784,เชียงม่วน,เชียงม่วน,พะเยา,ยม,น้ำปี้
CGSN,ทต.โยนก,20.240103,100.06738,โยนก,เชียงแสน,เชียงราย,โขงเหนือ,น้ำแม่กกตอนล่างส่วนที่ 3
CHHA,ทต.ช่อแฮ,18.08883,100.21212,ช่อแฮ,เมืองแพร่,แพร่,ยม,แม่น้ำยมตอนกลางส่วนที่ 2
CHI001,บ้านเขว้า,15.933134,101.699524,ภูแลนคา,บ้านเขว้า,ชัยภูมิ,ชี,ลำน้ำชีตอนบนส่วนที่ 2
CHI003,เมืองชัยภูมิ,15.681616,102.00952,บ้านค่าย,เมืองชัยภูมิ,ชัยภูมิ,ชี,ลำน้ำชีส่วนที่ 2/2
CHI005,ชนบท,16.09691,102.57001,ชนบท,ชนบท,ขอนแก่น,ชี,ลำน้ำชีส่วนที่ 3
CHI006,เมืองขอนแก่น,16.325937,102.78599,ท่าพระ,เมืองขอนแก่น,ขอนแก่น,ชี,ลำน้ำชีส่วนที่ 3
CHI010,มหาชนะชัย,15.5248575,104.24975,ฟ้าหยาด,มหาชนะชัย,ยโสธร,ชี,ลำน้ำชีตอนล่าง
CHI011,เขื่องใน,15.322461,104.546486,เขื่องใน,เขื่องใน,อุบลราชธานี,ชี,ลำน้ำชีตอนล่าง
CHI012,เมืองมหาสารคาม,16.232254,103.27108,เกิ้ง,เมืองมหาสารคาม,มหาสารคาม,ชี,ลำน้ำชีส่วนที่ 4/1
CHI013,ยางตลาด,16.411049,103.46708,ดอนสมบูรณ์,ยางตลาด,กาฬสินธุ์,ชี,ลำปาวตอนล่าง
CHI015,สะพานฉลองขอนแก่น 200 ปี,16.529016,102.906006,หนองตูม,เมืองขอนแก่น,ขอนแก่น,ชี,ลำน้ำพองตอนล่างส่วนที่ 1
CHKG,อบต.ช่างเคิ่ง,18.50692,98.35304,ช่างเคิ่ง,แม่แจ่ม,เชียงใหม่,ปิง,น้ำแม่แจ่มตอนล่าง
CHM001,สันทราย,19.009766,98.95976,แม่แฝก,สันทราย,เชียงใหม่,ปิง,แม่น้ำปิงส่วนที่ 2/1
CHM002,ฮอด,18.178593,98.630165,หางดง,ฮอด,เชียงใหม่,ปิง,แม่น้ำปิงส่วนที่ 3/3
CHM003,แม่อาย,20.061007,99.36204,ท่าตอน,แม่อาย,เชียงใหม่,โขงเหนือ,น้ำแม่กกตอนล่างส่วนที่ 1
CHM004,เชียงดาว,19.367266,98.96888,เชียงดาว,เชียงดาว,เชียงใหม่,ปิง,แม่น้ำปิงตอนบนส่วนที่ 1
CHM005,แม่แตง,19.122038,98.944466,สันมหาพน,แม่แตง,เชียงใหม่,ปิง,แม่น้ำแม่แตง
CHM007,ฝาง,19.856054,99.19549,แม่สูน,ฝาง,เชียงใหม่,โขงเหนือ,น้ำแม่ฝาง
CHN001,เมืองจันทบุรี,12.613569,102.11407,จันทนิมิต,เมืองจันทบุรี,จันทบุรี,ชายฝั่งทะเลตะวันออก,แม่น้ำจันทบุรี
CHN004,แก่งหางแมว,12.986787,101.89962,แก่งหางแมว,แก่งหางแมว,จันทบุรี,ชายฝั่งทะเลตะวันออก,คลองโตนด
CHN005,นายายอาม,12.722473,101.95599,วังใหม่,นายายอาม,จันทบุรี,ชายฝั่งทะเลตะวันออก,คลองโตนด
CHNA,อบต.สินปุน,8.252194,99.27449,สินปุน,เขาพนม,กระบี่,ภาคใต้ฝั่งตะวันออกตอนบน,คลองสินปุน
CHPA,อบต.จอมพระ,15.11375,103.6104,จอมพระ,จอมพระ,สุรินทร์,มูล,ลำน้ำมูลส่วนที่ 2/5
CHR001,เมืองเชียงราย,19.826365,99.778915,ป่าอ้อดอนชัย,เมืองเชียงราย,เชียงราย,โขงเหนือ,น้ำแม่ลาวส่วนที่ 2
CHR002,เทิง,19.688263,100.18752,เวียง,เทิง,เชียงราย,โขงเหนือ,แม่น้ำอิงตอนล่าง
CHR003,แม่จัน,20.157574,99.85961,แม่จัน,แม่จัน,เชียงราย,โขงเหนือ,น้ำแม่จัน
CHR004,แม่สรวย,19.652618,99.53791,แม่สรวย,แม่สรวย,เชียงราย,โขงเหนือ,น้ำแม่ลาวส่วนที่ 1
CHR005,เชียงแสน,20.219687,100.121185,โยนก,เชียงแสน,เชียงราย,โขงเหนือ,น้ำแม่กกตอนล่างส่วนที่ 3
CHTG,อบต.เจาทอง,15.906904,101.42754,เจาทอง,ภักดีชุมพล,ชัยภูมิ,ชี,ลำน้ำชีตอนบนส่วนที่ 2
CHUN,ทต.ห้วยข้าวก่ำ,19.350142,100.139465,ห้วยข้าวก่ำ,จุน,พะเยา,โขงเหนือ,แม่น้ำอิงตอนกลางส่วนที่ 2
CIHO,อบต.บูกิต,6.199258,101.827126,บูกิต,เจาะไอร้อง,นราธิวาส,ภาคใต้ฝั่งตะวันออกตอนล่าง,แม่น้ำบางนรา
CKLG,สำนักงานป้องกันและบรรเทาสาธารณภัย ทต.เชียงกลาง,19.287537,100.85815,เชียงกลาง,เชียงกลาง,น่าน,น่าน,แม่น้ำน่านตอนบน
CLPK,อบต.ห้วยโก๋น,19.595129,101.08572,ห้วยโก๋น,เฉลิมพระเกียรติ,น่าน,น่าน,แม่น้ำน่านตอนบน
